possible-voyage,Vrutky,15.783436244645907
solid-yard,Sered,-15.355165406457187
meaty-pear,Ruzindol,22.176991171995507
quirky-detail,Ruzindol,22.56587989786808
quixotic-tooth,Trnava,-11.569978942318317
ill-fated-place,Trnava,5.485220372167225
hurt-reason,Ruzindol,-1.3737227694455125
childlike-game,Trnava,34.77275936523365
grumpy-toes,Trnava,-28.23165791990902
coherent-plantation,Ruzindol,-20.72561247210277
free-island,Sered,-21.46783571239228
demonic-paper,Ruzindol,4.792946848677267
woozy-furniture,Trnava,-20.365566808713368
innate-birthday,Vrutky,-7.259201062859921
tough-clock,Sered,-15.291152233990804
bawdy-flag,Ruzindol,16.56881853652016
tasteless-fire,Ruzindol,-18.733901550490856
slow-guitar,Ruzindol,-9.898821861904654
acoustic-basin,Trnava,-19.061961507060396
flimsy-rub,Sered,-24.463431417787348
aback-drop,Vrutky,-21.079124042621622
puffy-mist,Ruzindol,-36.32618878037248
defective-degree,Trnava,-4.297178556400173
literate-soup,Ruzindol,11.377728382503381
harsh-hate,Sered,9.076112068352236
terrible-jeans,Sered,6.955634380944669
impossible-cave,Sered,18.993900926837984
dirty-honey,Ruzindol,-21.25031218692902
alike-purpose,Ruzindol,28.531259481355153
internal-birth,Trnava,-5.271150079199316
steep-badge,Vrutky,3.2446184669692255
festive-tramp,Vrutky,-20.553511449836737
faint-territory,Trnava,-17.240956851652545
coordinated-railway,Trnava,35.746660400650335
lamentable-sail,Trnava,19.51153963228762
orange-hand,Vrutky,-8.37335250670521
unruly-thunder,Sered,-3.909051328026546
alcoholic-stitch,Ruzindol,21.740155278160017
symptomatic-orange,Sered,-22.43631655225949
neat-design,Ruzindol,-14.688769185374591
condemned-screw,Trnava,22.08441516182624
clean-mitten,Sered,-26.940917637882464
scared-chair,Ruzindol,3.387917699178818
witty-lunchroom,Vrutky,-7.345293033333743
dangerous-quill,Ruzindol,5.085060100812936
obedient-haircut,Sered,23.71817625101375
stingy-cause,Vrutky,25.64879764981608
attractive-lip,Ruzindol,18.966032967369102
flagrant-quince,Trnava,-8.612340150216703
doubtful-band,Vrutky,12.10689434167946
temporary-letters,Vrutky,1.2045235532696308
uptight-touch,Trnava,16.270739609814385
available-snow,Trnava,31.15244283016821
deranged-jelly,Vrutky,23.479157365618196
brawny-start,Trnava,-24.987254884758315
mighty-church,Sered,-6.499229065152932
open-arch,Vrutky,-23.95543581730873
elfin-drink,Vrutky,7.495917792927772
heavenly-salt,Vrutky,-23.182567376096014
juvenile-flowers,Trnava,-32.856250265019526
nonchalant-lead,Trnava,17.716679829609784
aware-question,Ruzindol,5.732406959672236
scrawny-father,Sered,-17.75495219400272
lyrical-fiction,Ruzindol,20.15976128196167
measly-experience,Ruzindol,31.701526002431716
shrill-berry,Trnava,-30.343932667057853
aware-twig,Vrutky,14.321817153317493
short-slope,Ruzindol,3.44667803657522
gusty-company,Trnava,4.549435046993083
two-beetle,Vrutky,-21.88889154599979
rapid-prison,Sered,-23.666485526774345
lovely-move,Trnava,36.936140322705086
enormous-bee,Sered,31.735297126488433
lavish-spark,Ruzindol,-18.30228119700531
bewildered-pain,Vrutky,-11.27242501162144
grey-planes,Trnava,-12.477613455290108
eager-zoo,Sered,-20.033632107331997
short-insect,Trnava,29.610732396326377
pricey-flame,Vrutky,-16.04448559230687
healthy-committee,Ruzindol,-25.31727881086027
endurable-dime,Trnava,-6.4588861221612355
ceaseless-crowd,Sered,6.196250851779882
disagreeable-beggar,Sered,14.568284654461817
sedate-bears,Ruzindol,-16.329434364234043
quiet-alley,Vrutky,-22.954316582447323
open-bait,Sered,1.5505716006434687
true-cat,Vrutky,-15.944325823285308
screeching-company,Trnava,-0.9360250678902006
wonderful-berry,Trnava,-2.692088716480318
reminiscent-rhythm,Vrutky,-29.887519947084257
quixotic-brick,Sered,19.40730329726995
watery-toothbrush,Vrutky,-17.91071643343547
living-week,Vrutky,-3.408918252499154
insidious-money,Ruzindol,7.599102828863481
gleaming-fowl,Vrutky,1.7874095706355835
mixed-beast,Sered,19.5615809687709
next-women,Sered,27.45269000212422
windy-art,Ruzindol,-10.881643660239877
average-cent,Vrutky,-11.888112837421021
salty-manager,Ruzindol,-8.763825076189544
unruly-kick,Sered,18.609089052225436
green-farmer,Vrutky,17.87260907624271
cluttered-existence,Sered,-25.293033081989535
empty-scale,Ruzindol,-26.124182667469622
disastrous-story,Vrutky,-13.348406524466919
dependent-pen,Ruzindol,-12.830035098667649
roasted-morning,Ruzindol,19.195817083299733
hissing-power,Trnava,18.287322284861496
well-groomed-profit,Vrutky,24.257812331387214
drunk-help,Trnava,-6.570298096588051
scandalous-boundary,Ruzindol,17.11659636909622
useful-linen,Sered,21.087473480765738
normal-kettle,Trnava,9.743999646954308
imminent-glue,Ruzindol,22.85778665115541
aspiring-winter,Vrutky,-21.371063193364492
utter-books,Trnava,-17.502555034039137
hideous-soup,Sered,-13.229961539811745
plastic-addition,Trnava,-22.884364765964314
giant-quiet,Trnava,-12.321873827557633
cheap-belief,Vrutky,-6.818262153258428
wealthy-sofa,Sered,-6.382252714981351
acceptable-bubble,Sered,-11.80329191122473
unwieldy-journey,Vrutky,13.362305774585616
poised-ticket,Sered,1.4633855870017136
fat-park,Trnava,-5.70205476538734
infamous-achieve,Ruzindol,-10.719999354051133
vague-slave,Vrutky,33.442480760252174
seemly-mom,Vrutky,-35.53326405082756
pathetic-paper,Sered,-29.407651395371538
energetic-shop,Ruzindol,-16.699592898797967
lean-band,Ruzindol,3.947671134824705
thoughtless-hydrant,Ruzindol,-1.1843077225788352
faulty-disgust,Vrutky,2.0578465916342257
early-direction,Vrutky,-23.31407140016498
muddled-cord,Sered,-11.641598081600232
addicted-baseball,Sered,-9.85480156498377
bright-voice,Ruzindol,14.616181563681103
fat-lumber,Trnava,2.4057704278251424
infamous-cause,Vrutky,3.4093347779453245
sloppy-lettuce,Ruzindol,-31.205808447345177
bright-thing,Vrutky,-16.61971251725307
cheap-surprise,Sered,-7.95842278475437
icy-frog,Ruzindol,-10.155030131138922
complete-drawer,Sered,9.782012119810588
capable-rice,Sered,16.88447644493523
separate-powder,Trnava,26.53489717823748
bewildered-bear,Vrutky,23.82433817025226
overconfident-person,Vrutky,31.422757449202606
truthful-limit,Ruzindol,25.09893496046889
lethal-boat,Sered,-18.049906452719462
dazzling-calculator,Trnava,1.7868294038461274
moaning-farmer,Sered,30.624954504592775
damaged-business,Trnava,18.149598415359527
warlike-watch,Trnava,23.56465260619234
heavy-whip,Vrutky,-14.732435181353761
yielding-copper,Sered,-18.731096032997492
instinctive-cough,Trnava,3.952199162784347
massive-crush,Vrutky,-5.887986407370306
jazzy-jeans,Trnava,-15.320378522906173
sulky-sea,Ruzindol,28.269970144682596
tiny-house,Ruzindol,19.340506944812223
festive-gun,Ruzindol,-9.725755305534493
holistic-stomach,Ruzindol,-10.22881549530027
gamy-police,Sered,5.322973150477942
shivering-farm,Vrutky,13.589783550015168
truculent-cherry,Trnava,31.540733762755558
able-tank,Ruzindol,-10.412491266122725
marvelous-veil,Ruzindol,-5.142842944527289
moldy-earthquake,Trnava,-1.2027400125421186
meaty-list,Vrutky,0.19053011911141393
limping-payment,Trnava,8.547315058341223
